comm_id,from_suspect_id,to_suspect_id,comm_type,comm_date,comm_time,duration_seconds,is_encrypted,relevance_score,analyzed
COMM-0000054,VD-000593,VD-000600,Persönlicher Kontakt,2025-06-16,07:16,3567.0,False,1,False
COMM-0000055,VD-000753,VD-000874,Social Media,2023-03-18,17:11,2740.0,True,3,True
COMM-0000056,VD-000546,VD-000819,WhatsApp,2025-10-12,00:40,2932.0,True,8,True
COMM-0000057,VD-000734,VD-000628,WhatsApp,2024-01-07,23:48,2779.0,True,9,False
COMM-0000058,VD-000875,VD-000230,E-Mail,2024-12-11,15:31,1950.0,True,6,False
COMM-0000059,VD-000938,VD-000885,WhatsApp,2023-04-13,14:05,318.0,False,3,False
COMM-0000060,VD-000438,VD-000418,Signal,2025-08-26,22:37,,True,5,False
COMM-0000061,VD-000954,VD-000450,Telegram,2024-12-29,09:20,,True,6,False
COMM-0000062,VD-000370,VD-000357,Telegram,2024-11-27,10:59,567.0,True,3,True
COMM-0000063,VD-000584,VD-000101,Telegram,2025-07-21,22:43,63.0,True,9,False
COMM-0000064,VD-000195,VD-000735,Signal,2024-06-10,23:30,,True,8,True
COMM-0000065,VD-000615,VD-000484,E-Mail,2023-10-24,15:59,,True,10,False
COMM-0000066,VD-000915,VD-000349,Telegram,2025-01-05,13:36,714.0,False,2,False
COMM-0000067,VD-000276,VD-000316,Social Media,2023-10-19,06:59,418.0,False,6,False
COMM-0000068,VD-000222,VD-000052,Social Media,2023-11-25,19:25,,True,7,False
COMM-0000069,VD-000393,VD-000357,Signal,2024-07-17,02:29,1944.0,True,4,False
COMM-0000070,VD-000691,VD-000239,Social Media,2023-10-02,04:12,643.0,False,7,False
COMM-0000071,VD-000443,VD-000390,WhatsApp,2024-06-01,15:45,2058.0,True,9,False
COMM-0000072,VD-000915,VD-000980,E-Mail,2024-07-14,20:20,1156.0,True,8,True
COMM-0000073,VD-000582,VD-000653,SMS,2025-01-27,17:04,2085.0,True,9,False
COMM-0000074,VD-000503,VD-000437,Persönlicher Kontakt,2024-07-17,20:10,2236.0,False,3,False
COMM-0000075,VD-000196,VD-000328,E-Mail,2025-04-12,05:07,1683.0,True,4,False
COMM-0000076,VD-000681,VD-000983,WhatsApp,2025-01-06,12:58,,True,3,False
COMM-0000077,VD-000224,VD-000481,Persönlicher Kontakt,2025-01-29,16:34,2815.0,True,5,True
COMM-0000078,VD-000618,VD-000861,Telegram,2023-07-01,20:50,,True,3,False
COMM-0000079,VD-000465,VD-000022,WhatsApp,2024-08-10,08:40,3376.0,True,2,True
COMM-0000080,VD-000711,VD-000317,E-Mail,2025-03-30,17:48,2075.0,True,2,False
COMM-0000081,VD-000800,VD-000293,Telegram,2024-05-29,11:39,3354.0,False,8,True
COMM-0000082,VD-000758,VD-000100,SMS,2023-09-14,04:07,284.0,False,3,True
COMM-0000083,VD-000075,VD-000014,E-Mail,2023-05-03,19:11,2215.0,True,3,True
COMM-0000084,VD-000271,VD-000391,Brief,2024-09-15,11:01,1510.0,True,5,False
COMM-0000085,VD-000727,VD-000138,E-Mail,2023-05-27,08:31,,True,2,False
COMM-0000086,VD-000210,VD-000823,Persönlicher Kontakt,2025-10-10,22:19,1630.0,False,7,True
COMM-0000087,VD-000416,VD-000784,SMS,2024-09-21,03:29,1568.0,False,10,True
COMM-0000088,VD-000116,VD-000031,Social Media,2023-06-15,20:44,2238.0,True,10,False
COMM-0000089,VD-000582,VD-000346,E-Mail,2024-01-27,14:13,1978.0,False,2,True
COMM-0000090,VD-000732,VD-000277,Signal,2023-04-04,00:16,3045.0,False,3,False
COMM-0000091,VD-000538,VD-000234,Brief,2024-01-25,07:37,,True,8,True
COMM-0000092,VD-000428,VD-000711,Signal,2024-03-05,21:37,,True,7,True
COMM-0000093,VD-000341,VD-000802,Signal,2024-02-23,08:38,3573.0,False,5,False
COMM-0000094,VD-000004,VD-000484,E-Mail,2023-08-19,07:56,2498.0,False,6,True
COMM-0000095,VD-000465,VD-000170,Signal,2023-04-15,22:16,1532.0,False,1,True
COMM-0000096,VD-000695,VD-000573,E-Mail,2025-10-07,22:42,472.0,False,8,False
COMM-0000097,VD-000163,VD-000531,Social Media,2023-09-23,18:37,,False,3,True
COMM-0000098,VD-000913,VD-000102,Telefonat,2024-02-10,22:48,1190.0,False,2,False
COMM-0000099,VD-000586,VD-000947,E-Mail,2024-12-14,13:57,2416.0,True,9,False
COMM-0000100,VD-000548,VD-000821,Social Media,2025-11-13,10:35,2686.0,True,9,True
COMM-0000101,VD-000393,VD-000466,E-Mail,2025-03-17,14:07,1345.0,True,9,True
COMM-0000102,VD-000434,VD-000256,Signal,2024-09-28,17:03,70.0,False,8,True
COMM-0000103,VD-000211,VD-000244,E-Mail,2025-06-10,20:40,685.0,True,2,False
COMM-0000104,VD-000275,VD-000727,WhatsApp,2023-12-18,17:01,3157.0,True,2,True
COMM-0000105,VD-000739,VD-000541,Persönlicher Kontakt,2024-02-04,10:02,,True,7,False
COMM-0000106,VD-000667,VD-000345,Signal,2025-04-08,15:21,,False,3,True
COMM-0000107,VD-000315,VD-000632,Telefonat,2023-06-24,00:25,1702.0,True,3,True
COMM-0000108,VD-000557,VD-000113,Persönlicher Kontakt,2025-01-21,00:48,625.0,True,8,False
COMM-0000109,VD-000362,VD-000992,Telefonat,2024-06-24,11:51,,False,3,True
COMM-0000110,VD-000260,VD-000646,Social Media,2023-09-27,21:24,2540.0,False,3,True
COMM-0000111,VD-000371,VD-000702,Social Media,2023-01-24,11:36,3228.0,False,8,False
COMM-0000112,VD-000238,VD-000007,WhatsApp,2023-09-03,21:31,632.0,False,3,True
COMM-0000113,VD-000064,VD-000797,E-Mail,2024-09-04,21:09,2087.0,True,9,True
COMM-0000114,VD-000823,VD-000408,WhatsApp,2024-08-13,10:21,1632.0,False,7,False
COMM-0000115,VD-000048,VD-000832,Brief,2024-08-03,18:07,,False,1,False
COMM-0000116,VD-000643,VD-000113,SMS,2025-08-20,07:52,,False,3,True
COMM-0000117,VD-000935,VD-000435,Persönlicher Kontakt,2024-10-14,05:40,2297.0,True,3,True
COMM-0000118,VD-000541,VD-000294,Telegram,2025-02-16,11:51,1344.0,False,3,True
COMM-0000119,VD-000201,VD-000204,E-Mail,2023-07-20,00:23,3297.0,True,8,True
COMM-0000120,VD-000042,VD-000178,Telefonat,2024-07-27,15:07,,False,8,True
COMM-0000121,VD-000060,VD-000101,Persönlicher Kontakt,2023-06-30,08:41,2175.0,True,9,True
COMM-0000122,VD-000692,VD-000804,E-Mail,2023-08-17,14:08,1455.0,False,6,False
COMM-0000123,VD-000625,VD-000256,E-Mail,2023-12-21,15:27,854.0,True,3,True
COMM-0000124,VD-000839,VD-000001,Social Media,2024-01-24,09:34,3099.0,True,2,True
COMM-0000125,VD-000030,VD-000993,Social Media,2025-04-04,23:33,3584.0,True,2,False
COMM-0000126,VD-000625,VD-000284,E-Mail,2024-08-17,00:55,,True,9,True
COMM-0000127,VD-000333,VD-000180,Telegram,2024-01-19,09:34,3226.0,False,4,True
COMM-0000128,VD-000904,VD-000184,Persönlicher Kontakt,2025-10-20,17:08,3228.0,True,6,False
COMM-0000129,VD-000500,VD-000671,SMS,2025-04-17,18:08,320.0,True,5,False
COMM-0000130,VD-000117,VD-000454,SMS,2024-09-18,20:22,,True,10,False
COMM-0000131,VD-000548,VD-000607,Telefonat,2023-05-16,15:44,285.0,False,3,True
COMM-0000132,VD-000578,VD-000610,WhatsApp,2024-06-03,21:41,3553.0,False,3,False
COMM-0000133,VD-000102,VD-000867,SMS,2025-01-25,06:11,69.0,False,9,False
COMM-0000134,VD-000782,VD-000872,Brief,2024-03-13,08:50,2185.0,False,9,True
COMM-0000135,VD-000537,VD-000184,Brief,2024-06-21,12:40,,True,4,False
COMM-0000136,VD-000577,VD-000005,SMS,2024-02-25,09:46,108.0,True,9,True
COMM-0000137,VD-000141,VD-000374,Brief,2023-06-10,07:31,705.0,True,1,False
COMM-0000138,VD-000471,VD-000742,WhatsApp,2025-04-10,06:32,142.0,False,7,False
COMM-0000139,VD-000367,VD-000422,Brief,2023-09-14,00:21,1535.0,True,5,True
COMM-0000140,VD-000250,VD-000372,Persönlicher Kontakt,2024-10-04,10:03,,False,8,True
COMM-0000141,VD-000249,VD-000766,Telegram,2024-10-13,23:20,3228.0,False,1,False
COMM-0000142,VD-000592,VD-000634,E-Mail,2024-06-05,15:05,,True,8,True
COMM-0000143,VD-000589,VD-000700,Social Media,2025-07-16,01:16,2723.0,False,6,False
COMM-0000144,VD-000206,VD-000562,Signal,2025-07-27,13:53,2737.0,True,1,True
COMM-0000145,VD-000333,VD-000747,WhatsApp,2023-10-14,19:58,1410.0,True,3,True
COMM-0000146,VD-000730,VD-000776,Persönlicher Kontakt,2024-12-29,06:52,3265.0,False,1,True
COMM-0000147,VD-000975,VD-000357,SMS,2024-08-08,15:57,,False,10,False
COMM-0000148,VD-000135,VD-000515,WhatsApp,2024-10-13,23:58,,True,4,False
COMM-0000149,VD-000108,VD-000686,Telefonat,2023-01-23,11:11,777.0,False,6,True
COMM-0000150,VD-000822,VD-000580,Signal,2024-07-19,16:42,1711.0,False,5,False
COMM-0000151,VD-000413,VD-000987,WhatsApp,2024-03-20,05:58,3312.0,False,1,True
COMM-0000152,VD-000708,VD-000878,Telegram,2023-10-23,12:28,2925.0,True,8,True
COMM-0000153,VD-000129,VD-000833,Persönlicher Kontakt,2023-09-15,11:30,,True,5,True
COMM-0000154,VD-000214,VD-000843,Telegram,2025-09-18,23:54,1875.0,False,9,False
COMM-0000155,VD-000390,VD-000323,Brief,2023-11-07,19:33,1277.0,True,7,True
COMM-0000156,VD-000071,VD-000490,SMS,2023-03-12,21:57,,False,3,True
COMM-0000157,VD-000762,VD-000770,Social Media,2023-04-28,02:35,,False,3,False
COMM-0000158,VD-000764,VD-000672,WhatsApp,2023-05-04,23:19,814.0,True,8,True
COMM-0000159,VD-000254,VD-000414,Brief,2024-01-07,07:40,1748.0,True,7,False
COMM-0000160,VD-000741,VD-000452,Social Media,2023-09-08,14:47,,True,8,False
COMM-0000161,VD-000208,VD-000551,Social Media,2024-11-12,07:08,,True,10,False
COMM-0000162,VD-000001,VD-000158,Social Media,2024-09-24,04:15,,False,4,True
COMM-0000163,VD-000361,VD-000974,Telefonat,2024-03-27,02:35,,True,1,True
COMM-0000164,VD-000646,VD-000052,Signal,2023-09-12,01:11,1026.0,True,3,True
COMM-0000165,VD-000293,VD-000427,Brief,2024-09-20,19:22,2605.0,False,10,True
COMM-0000166,VD-000714,VD-000675,Persönlicher Kontakt,2025-03-24,10:16,1332.0,True,2,True
COMM-0000167,VD-000910,VD-000594,Signal,2024-10-05,09:52,,False,4,False
COMM-0000168,VD-000065,VD-000525,WhatsApp,2025-09-17,05:37,3299.0,True,7,True
COMM-0000169,VD-000906,VD-000959,Telefonat,2023-08-08,19:37,3361.0,False,3,False
COMM-0000170,VD-000090,VD-000619,Social Media,2025-04-28,22:53,721.0,False,3,False
COMM-0000171,VD-000219,VD-000281,SMS,2024-06-30,23:33,527.0,False,4,False
COMM-0000172,VD-000813,VD-000265,Social Media,2023-02-09,03:56,3340.0,False,9,False
COMM-0000173,VD-000614,VD-000701,Persönlicher Kontakt,2024-04-20,16:12,,False,10,True
COMM-0000174,VD-000633,VD-000652,WhatsApp,2024-07-26,08:29,,False,3,False
COMM-0000175,VD-000455,VD-000202,Telefonat,2025-07-09,13:14,1497.0,False,2,True
COMM-0000176,VD-000397,VD-000241,Telegram,2023-04-27,05:45,1950.0,False,8,True
COMM-0000177,VD-000184,VD-000352,Brief,2025-02-10,13:09,,False,9,True
COMM-0000178,VD-000526,VD-000621,SMS,2024-07-25,17:08,1333.0,False,4,False
COMM-0000179,VD-000288,VD-000792,E-Mail,2023-12-18,01:03,2813.0,False,10,False
COMM-0000180,VD-000552,VD-000007,Brief,2023-11-16,01:30,3456.0,False,2,True
COMM-0000181,VD-000543,VD-000323,Social Media,2024-11-28,22:44,615.0,False,10,True
COMM-0000182,VD-000408,VD-000147,Signal,2025-01-10,11:37,,False,5,True
COMM-0000183,VD-000628,VD-000749,Persönlicher Kontakt,2024-06-21,14:59,,False,4,True
COMM-0000184,VD-000685,VD-000094,E-Mail,2023-07-15,16:05,,True,9,True
COMM-0000185,VD-000240,VD-000869,Social Media,2023-06-27,20:41,,True,1,False
COMM-0000186,VD-000349,VD-000508,E-Mail,2024-02-01,21:59,,False,5,True
COMM-0000187,VD-000877,VD-000721,Social Media,2024-06-02,18:01,,True,8,False
COMM-0000188,VD-000062,VD-000469,Telegram,2023-12-27,09:30,,True,8,False
COMM-0000189,VD-000254,VD-000587,SMS,2024-06-13,03:30,,True,8,False
COMM-0000190,VD-000593,VD-000971,Social Media,2023-09-03,22:45,3397.0,False,1,False
COMM-0000191,VD-000613,VD-000356,WhatsApp,2024-11-02,16:36,1962.0,True,7,True
COMM-0000192,VD-000929,VD-000595,Brief,2025-06-05,23:04,2175.0,False,8,False
COMM-0000193,VD-000974,VD-000801,SMS,2024-06-26,02:33,,False,7,True
COMM-0000194,VD-000672,VD-000266,Telegram,2025-06-25,19:28,390.0,False,2,False
COMM-0000195,VD-000791,VD-000820,Telefonat,2023-06-13,05:44,1770.0,True,1,True
COMM-0000196,VD-000781,VD-000799,Signal,2023-08-17,15:14,1217.0,False,3,True
COMM-0000197,VD-000604,VD-000103,WhatsApp,2023-06-18,08:42,,False,6,False
COMM-0000198,VD-000420,VD-000868,Brief,2024-08-16,12:24,3317.0,False,3,True
COMM-0000199,VD-000387,VD-000402,Telegram,2025-03-28,11:52,,True,8,True
COMM-0000200,VD-000526,VD-000065,Telegram,2023-08-21,08:46,303.0,True,3,True
COMM-0000201,VD-000997,VD-000646,SMS,2023-03-18,12:30,,False,4,False
COMM-0000202,VD-000634,VD-000231,Signal,2023-07-03,06:33,3101.0,True,5,True
COMM-0000203,VD-000533,VD-000350,Social Media,2025-06-01,17:37,2844.0,True,4,False
COMM-0000204,VD-000829,VD-000786,Telegram,2023-10-14,12:11,1810.0,True,3,True
COMM-0000205,VD-000840,VD-000805,Brief,2025-09-12,01:08,838.0,True,7,False
COMM-0000206,VD-000607,VD-000103,Telefonat,2025-07-13,19:38,2720.0,True,1,False
COMM-0000207,VD-000520,VD-000814,E-Mail,2025-01-16,20:23,,False,10,True
COMM-0000208,VD-000379,VD-000375,E-Mail,2024-06-28,11:12,1716.0,True,6,True
COMM-0000209,VD-000902,VD-000606,Signal,2023-07-13,04:14,453.0,True,8,False
COMM-0000210,VD-000248,VD-000306,E-Mail,2024-10-09,08:22,3154.0,True,3,False
COMM-0000211,VD-000731,VD-000389,Social Media,2024-05-26,11:35,1743.0,False,4,True
COMM-0000212,VD-000122,VD-000275,Signal,2023-08-23,19:13,591.0,True,8,False
COMM-0000213,VD-000541,VD-000816,WhatsApp,2023-05-07,19:23,1140.0,True,7,True
COMM-0000214,VD-000100,VD-000385,Telefonat,2024-10-22,19:32,3069.0,True,5,False
COMM-0000215,VD-000968,VD-000572,WhatsApp,2024-06-03,01:47,,False,1,False
COMM-0000216,VD-000720,VD-000384,SMS,2024-10-26,04:34,,True,9,False
COMM-0000217,VD-000499,VD-000398,Persönlicher Kontakt,2023-04-29,15:15,2343.0,True,5,True
COMM-0000218,VD-000561,VD-000914,E-Mail,2025-07-05,09:14,,True,7,True
COMM-0000219,VD-000873,VD-000762,WhatsApp,2025-05-20,01:11,3342.0,True,7,False
COMM-0000220,VD-000689,VD-000292,Telefonat,2023-11-03,12:48,3035.0,True,5,False
COMM-0000221,VD-000068,VD-000111,Brief,2025-05-18,09:59,1489.0,True,9,False
COMM-0000222,VD-000473,VD-000583,Social Media,2025-04-07,19:28,1250.0,False,4,True
COMM-0000223,VD-000720,VD-000171,Signal,2023-06-30,08:31,1568.0,True,9,True
COMM-0000224,VD-000465,VD-000633,WhatsApp,2023-02-12,21:30,751.0,False,2,False
COMM-0000225,VD-000633,VD-000552,SMS,2023-05-29,23:03,613.0,False,1,False
COMM-0000226,VD-000193,VD-000450,WhatsApp,2024-10-18,22:49,1345.0,True,3,True
COMM-0000227,VD-000489,VD-000741,E-Mail,2025-06-03,06:42,549.0,False,9,True
COMM-0000228,VD-000426,VD-000612,Persönlicher Kontakt,2024-06-05,15:24,1232.0,True,9,False
COMM-0000229,VD-000565,VD-000560,Brief,2024-09-21,16:44,2086.0,False,4,True
COMM-0000230,VD-000581,VD-000274,Persönlicher Kontakt,2023-11-16,11:57,1716.0,True,3,False
COMM-0000231,VD-000981,VD-000131,Telegram,2023-07-14,13:36,680.0,False,10,False
COMM-0000232,VD-000445,VD-000436,Telegram,2023-06-29,00:05,2253.0,True,10,True
COMM-0000233,VD-000728,VD-000225,Telefonat,2023-08-25,21:11,1993.0,True,4,True
COMM-0000234,VD-000819,VD-000437,Brief,2023-05-06,22:58,,False,8,True
COMM-0000235,VD-000783,VD-000096,E-Mail,2024-01-29,16:26,3296.0,True,4,True
COMM-0000236,VD-000287,VD-000951,Brief,2023-09-08,23:21,1426.0,True,9,False
COMM-0000237,VD-000734,VD-000551,Persönlicher Kontakt,2024-04-08,06:54,3529.0,True,3,True
COMM-0000238,VD-000060,VD-000686,Signal,2025-09-13,01:28,1897.0,True,5,False
COMM-0000239,VD-000067,VD-000163,Persönlicher Kontakt,2024-07-09,08:08,2149.0,False,10,False
COMM-0000240,VD-000377,VD-000757,WhatsApp,2023-04-16,04:26,3167.0,False,7,False
COMM-0000241,VD-000113,VD-000425,Social Media,2023-05-05,22:24,2237.0,True,5,False
COMM-0000242,VD-000863,VD-000142,E-Mail,2025-02-16,05:05,,False,2,True
COMM-0000243,VD-000133,VD-000419,Persönlicher Kontakt,2025-01-03,11:12,,False,8,False
COMM-0000244,VD-000635,VD-000896,Signal,2024-03-24,09:16,1370.0,False,7,True
COMM-0000245,VD-000873,VD-000945,Telegram,2024-11-02,05:29,1994.0,True,9,False
COMM-0000246,VD-000080,VD-000442,Social Media,2024-10-03,21:29,175.0,True,2,False
COMM-0000247,VD-000367,VD-000441,Telegram,2024-07-28,20:33,926.0,False,7,False
COMM-0000248,VD-000119,VD-000076,Signal,2025-05-19,13:18,1307.0,False,4,False
COMM-0000249,VD-000167,VD-000711,E-Mail,2024-01-02,11:59,,False,2,True
COMM-0000250,VD-000788,VD-000253,SMS,2025-06-30,08:57,,True,3,True
COMM-0000251,VD-000523,VD-000079,Social Media,2025-03-31,06:27,540.0,False,9,False
COMM-0000252,VD-000686,VD-000251,Brief,2023-07-23,06:35,2014.0,True,5,True
COMM-0000253,VD-000808,VD-000142,Telegram,2023-03-07,07:09,,False,1,False
COMM-0000254,VD-000102,VD-000256,Social Media,2023-06-26,01:47,303.0,True,4,False
COMM-0000255,VD-000699,VD-000658,E-Mail,2025-08-13,08:52,291.0,False,5,True
COMM-0000256,VD-000681,VD-000885,Persönlicher Kontakt,2023-09-23,10:16,1416.0,True,1,True
COMM-0000257,VD-000904,VD-000130,SMS,2023-01-03,20:48,,True,4,False
COMM-0000258,VD-000462,VD-000518,SMS,2023-03-25,08:11,3142.0,False,4,True
COMM-0000259,VD-000322,VD-000581,WhatsApp,2025-10-03,08:32,1503.0,True,6,False
COMM-0000260,VD-000553,VD-000793,Brief,2025-10-12,20:44,2405.0,False,4,True
COMM-0000261,VD-000535,VD-000861,Persönlicher Kontakt,2024-04-25,13:54,2349.0,False,5,True
COMM-0000262,VD-000288,VD-000319,SMS,2023-11-14,23:28,858.0,False,8,False
COMM-0000263,VD-000225,VD-000423,E-Mail,2025-01-11,03:48,,False,4,False
COMM-0000264,VD-000062,VD-000452,Telefonat,2023-05-10,04:18,1522.0,False,8,True
COMM-0000265,VD-000896,VD-000680,Brief,2025-08-18,01:11,1086.0,False,5,False
COMM-0000266,VD-000864,VD-000036,SMS,2024-10-08,20:17,2609.0,True,4,False
COMM-0000267,VD-000783,VD-000622,WhatsApp,2025-07-03,03:34,,False,8,False
COMM-0000268,VD-000193,VD-000090,Brief,2024-08-01,01:27,2286.0,True,7,False
COMM-0000269,VD-000903,VD-000018,Persönlicher Kontakt,2025-05-21,18:27,3024.0,False,10,True
COMM-0000270,VD-000248,VD-000730,Telefonat,2025-02-21,17:10,3406.0,True,10,True
COMM-0000271,VD-000360,VD-000273,WhatsApp,2023-02-08,02:24,2673.0,False,1,False
COMM-0000272,VD-000271,VD-000880,E-Mail,2023-04-13,05:55,,True,7,False
COMM-0000273,VD-000021,VD-000798,Persönlicher Kontakt,2025-05-10,08:02,1090.0,False,3,False
COMM-0000274,VD-000417,VD-000207,Social Media,2025-05-20,00:00,,True,4,False
COMM-0000275,VD-000544,VD-000706,Brief,2025-01-22,16:03,1596.0,False,8,False
COMM-0000276,VD-000113,VD-000210,SMS,2024-05-08,04:37,1491.0,False,3,False
COMM-0000277,VD-000538,VD-000684,WhatsApp,2024-06-25,18:35,2826.0,False,2,True
COMM-0000278,VD-000604,VD-000367,Signal,2024-02-24,08:14,,False,5,True
COMM-0000279,VD-000846,VD-000676,E-Mail,2025-04-03,10:23,239.0,True,8,False
COMM-0000280,VD-000489,VD-000931,E-Mail,2025-09-21,17:34,1878.0,True,7,True
COMM-0000281,VD-000108,VD-000791,SMS,2025-01-15,00:43,,True,6,True
COMM-0000282,VD-000137,VD-000332,Social Media,2024-11-01,01:03,,False,4,True
COMM-0000283,VD-000800,VD-000769,Telefonat,2023-03-26,18:34,1665.0,True,4,True
COMM-0000284,VD-000400,VD-000817,Signal,2025-04-09,19:14,903.0,False,1,True
COMM-0000285,VD-000921,VD-000215,Social Media,2023-03-08,01:00,2839.0,False,9,False
COMM-0000286,VD-000008,VD-000128,E-Mail,2024-02-13,09:42,,True,9,True
COMM-0000287,VD-000286,VD-000546,E-Mail,2024-05-03,04:11,1900.0,True,6,False
COMM-0000288,VD-000327,VD-000096,Signal,2023-09-02,20:10,3568.0,False,5,False
COMM-0000289,VD-000745,VD-000096,SMS,2025-06-20,19:58,2503.0,True,3,True
COMM-0000290,VD-000535,VD-000434,Social Media,2024-03-24,12:51,2607.0,True,9,True
COMM-0000291,VD-000741,VD-000639,Brief,2024-09-19,10:09,2779.0,True,3,True
COMM-0000292,VD-000162,VD-000294,Telefonat,2024-07-28,16:53,,False,7,True
COMM-0000293,VD-000435,VD-000842,Telegram,2023-09-08,09:14,,False,4,True
COMM-0000294,VD-000035,VD-000605,Telefonat,2023-04-13,12:11,2980.0,True,4,True
COMM-0000295,VD-000103,VD-000014,Telegram,2024-06-15,01:24,,True,5,False
COMM-0000296,VD-000509,VD-000208,Telefonat,2025-03-18,01:46,1672.0,False,7,True
COMM-0000297,VD-000321,VD-000576,Signal,2023-06-02,06:57,,False,8,False
