location_id,location_name,district,latitude,longitude,location_type,incident_count,avg_response_time_min,is_hotspot
LOC-00284,U-Bahn Selbst,Unterliederbach,50.139831,8.787427,Park,22,13,True
LOC-00285,Zeil,Hausen,50.146713,8.592431,Park,7,6,False
LOC-00286,Zeil,Westend-Nord,50.049345,8.74184,Öffentlicher Platz,41,5,False
LOC-00287,Römer,Rödelheim,50.040332,8.63518,U-Bahn Station,14,7,False
LOC-00288,Textorallee / Reinhardtstraße,Sossenheim,50.095954,8.514602,Park,7,29,True
LOC-00289,Sebnitz,Sossenheim,50.067576,8.756405,Bahnhof,33,19,False
LOC-00290,U-Bahn Ihr,Ostend,50.067201,8.542674,Parkplatz,13,21,False
LOC-00291,Hechingen,Sossenheim,50.128917,8.527052,Öffentlicher Platz,29,8,True
LOC-00292,Striebitzstr. / Lachmannring,Westend-Süd,50.038689,8.791701,Kreuzung,4,19,True
LOC-00293,Mielcarekstr. / Haeringstraße,Nordend-West,50.131595,8.542557,Parkplatz,38,33,False
LOC-00294,Römer,Bockenheim,50.131231,8.745546,Park,41,32,False
LOC-00295,Hauptbahnhof,Sachsenhausen-Nord,50.181413,8.696722,Wohngebiet,12,17,False
LOC-00296,U-Bahn Eis,Nordend-West,50.093411,8.54382,Öffentlicher Platz,3,32,False
LOC-00297,U-Bahn Monat,Schwanheim,50.102112,8.51853,Wohngebiet,27,40,False
LOC-00298,U-Bahn Schlafen,Harheim,50.172903,8.744661,Öffentlicher Platz,49,32,False
LOC-00299,Hauptbahnhof,Kalbach-Riedberg,50.165274,8.58883,Parkplatz,29,20,False
LOC-00300,Alma-Wesack-Straße / Georgia-Drubin-Weg,Höchst,50.061529,8.743719,Einkaufszentrum,7,22,False
